code,name,category,configuration_type,status,priority,parameter_count,reference_range_required,reference_range_count,qualitative_config_required,analyzer_mapping_required,analyzer_mapping_count,method,specimen,active_rate,action_reason
"MOL-0056","Enteric Bacterial PCR Panel","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0057","GI Pathogen Multiplex PCR Panel","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0058","Meningitis/Encephalitis Multiplex PCR Panel","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0059","Respiratory Pathogen Multiplex PCR Panel","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0060","Pneumocystis jirovecii PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0061","Aspergillus PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0062","Candida Species PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0063","Cryptococcus PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0064","Toxoplasma gondii PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0065","Parvovirus B19 PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0066","HHV-6 DNA PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0067","HHV-8 DNA PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0068","Enterovirus PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0069","Parechovirus PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0070","West Nile Virus PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0071","Japanese Encephalitis Virus PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0072","Zika Virus RT-PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0073","Mpox (Monkeypox) PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0074","Bordetella pertussis PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0075","Legionella pneumophila PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0076","Streptococcus pneumoniae PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0077","Haemophilus influenzae PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0078","Mycoplasma pneumoniae PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0079","Chlamydophila pneumoniae PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0080","MRSA PCR Screen","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0081","Clostridioides difficile Toxin Gene PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0082","Group B Streptococcus PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"MOL-0083","Candida auris PCR","Molecular Diagnostics","MOLECULAR_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"PCR/RT-PCR/Multiplex NAAT","Clinical specimen as specified","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"POC-0003","pH, Blood Gas","Point of Care / Blood Gas","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Blood gas analyzer","Heparinized arterial/venous whole blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"POC-0004","pCO2, Blood Gas","Point of Care / Blood Gas","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Blood gas analyzer","Heparinized arterial/venous whole blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"POC-0005","pO2, Blood Gas","Point of Care / Blood Gas","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Blood gas analyzer","Heparinized arterial/venous whole blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"POC-0006","HCO3-, Blood Gas","Point of Care / Blood Gas","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Governed Mathematical Calculation","Heparinized arterial/venous whole blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"POC-0007","Base Excess","Point of Care / Blood Gas","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Governed Mathematical Calculation","Heparinized arterial/venous whole blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"POC-0008","Oxygen Saturation, Blood Gas","Point of Care / Blood Gas","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Blood gas analyzer","Heparinized arterial/venous whole blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"POC-0009","Lactate, Blood Gas","Point of Care / Blood Gas","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Blood gas analyzer","Heparinized arterial/venous whole blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"POC-0010","Carboxyhemoglobin","Point of Care / Blood Gas","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Blood gas analyzer","Heparinized arterial/venous whole blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"POC-0011","Methemoglobin","Point of Care / Blood Gas","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Blood gas analyzer","Heparinized arterial/venous whole blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"POC-0012","Oxyhemoglobin","Point of Care / Blood Gas","ANALYZER_CHEMISTRY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Blood gas analyzer","Heparinized arterial/venous whole blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0002","HIV 1 Antibody","Serology / Infectious Disease","QUALITATIVE_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Rapid Immunochromatography / ELISA","Serum/Plasma","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"SER-0003","HIV 2 Antibody","Serology / Infectious Disease","QUALITATIVE_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Rapid Immunochromatography / ELISA","Serum/Plasma","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"SER-0005","Anti-HBs","Serology / Infectious Disease","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Slide & Tube Agglutination","Serum/Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0006","Anti-HBc Total","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Rapid Immunochromatography / ELISA","Serum/Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0007","Anti-HBc IgM","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Rapid Immunochromatography / ELISA","Serum/Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0008","HBeAg","Serology / Infectious Disease","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoturbidimetry / Latex Enhanced","Serum/Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0009","Anti-HBe","Serology / Infectious Disease","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Latex Agglutination / Immunoturbidimetry","Serum/Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0011","HAV IgM","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"CLIA/ELISA","Serum/Plasma","2500.00","NUMERIC_RANGE_MISSING"
"SER-0012","HAV Total Antibody","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"CLIA/ELISA","Serum/Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0013","HEV IgM","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA","Serum/Plasma","2500.00","NUMERIC_RANGE_MISSING"
"SER-0014","HEV IgG","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA","Serum/Plasma","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0017","Dengue IgG","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/CLIA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0018","Chikungunya IgM","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0019","Chikungunya IgG","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0020","Scrub Typhus IgM","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA","Serum","1000.00","NUMERIC_RANGE_MISSING"
"SER-0021","Leptospira IgM","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0022","Leptospira IgG","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0023","Salmonella Typhi IgM","Serology / Infectious Disease","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoassay","Serum","1000.00","NUMERIC_RANGE_MISSING"
"SER-0025","Brucella Agglutination Test","Serology / Infectious Disease","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Agglutination","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0026","RPR","Serology / Infectious Disease","QUALITATIVE_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Flocculation","Serum/Plasma","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"SER-0027","VDRL","Serology / Infectious Disease","QUALITATIVE_RESULT","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Flocculation","Serum/CSF","400.00","QUALITATIVE_OPTIONS_MISSING"
"SER-0028","TPHA/TPPA","Serology / Infectious Disease","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Agglutination","Serum","600.00","NUMERIC_RANGE_MISSING"
"SER-0029","Treponema pallidum Antibody","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"CLIA/ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0030","Toxoplasma IgM","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"CLIA/ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0031","Toxoplasma IgG","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"CLIA/ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0032","Rubella IgM","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"CLIA/ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0033","Rubella IgG","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"CLIA/ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0034","CMV IgM","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"CLIA/ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0035","CMV IgG","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"CLIA/ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0036","HSV-1 IgG","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"CLIA/ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0037","HSV-2 IgG","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"CLIA/ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0038","EBV VCA IgM","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"CLIA/ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0039","EBV VCA IgG","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"CLIA/ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0040","EBV EBNA IgG","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"CLIA/ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0041","EBV Early Antigen IgG","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"CLIA/ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0042","H. pylori IgG","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA","Serum","1200.00","NUMERIC_RANGE_MISSING"
"SER-0043","H. pylori Stool Antigen","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoassay","Stool","1000.00","NUMERIC_RANGE_MISSING"
"SER-0044","H. pylori Urea Breath Test","Serology / Infectious Disease","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"13C/14C UBT","Breath","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0045","COVID-19 SARS-CoV-2 Antigen","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Lateral flow/Immunoassay","Nasopharyngeal swab","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0046","SARS-CoV-2 IgG","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"CLIA/ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0047","SARS-CoV-2 Total Antibody","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"CLIA/ELISA","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0048","Influenza A Antigen","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoassay","Respiratory swab","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0049","Influenza B Antigen","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoassay","Respiratory swab","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0050","RSV Antigen","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoassay","Respiratory swab","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0051","Rotavirus Antigen","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoassay","Stool","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0052","Adenovirus Antigen, Stool","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoassay","Stool","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0053","Cryptosporidium Antigen","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoassay","Stool","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0054","Giardia Antigen","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoassay","Stool","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0055","Entamoeba histolytica Antigen","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoassay","Stool","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0056","Clostridioides difficile GDH Antigen","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoassay","Stool","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0057","Clostridioides difficile Toxin A/B","Serology / Infectious Disease","NUMERIC_ANALYTE","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoassay","Stool","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0058","Malaria Pf/Pv Antigen","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Rapid immunochromatography","Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0059","Kala-azar rK39 Antibody","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Rapid immunochromatography","Serum/Whole Blood","1500.00","NUMERIC_RANGE_MISSING"
"SER-0060","Filariasis Antigen","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Immunoassay","Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0061","Measles IgM","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/CLIA as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"SER-0062","Measles IgG","Serology / Infectious Disease","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/CLIA as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
